id1,id2
23888,33486
25142,27713
5229,42072
19756,48762
4031,43200
15427,47622
23762,43932
3338,35181
9908,46947
15177,35579
16,48772
6879,36205
9513,46964
4089,38390
266,28028
12231,50725
5614,42888
12378,38527
17615,29837
6113,34263
2509,38478
25818,37108
24713,30524
22298,34410
15090,42858
8715,47664
12805,35904
1781,33374
6503,34680
8546,28948
9723,29557
16834,29161
25862,33481
13169,38441
1987,49061
11182,39533
23853,36398
3691,38701
7954,45312
26560,41086
14647,46880
24294,32625
18605,46043
8688,49942
8859,35749
9572,42108
22579,43884
5217,43121
22946,46192
22293,34850
14227,48980
19120,36071
15467,44362
6026,41531
1611,47520
22514,49272
4421,43669
1248,44887
9583,41212
11585,38868
12768,38984
1715,38899
24547,44418
25816,37394
14611,49863
14771,36576
27014,36269
11247,34164
19590,29865
48,46194
13866,46197
18356,33983
25522,28974
26140,43218
12877,29989
12070,31434
4063,40641
6529,32563
5548,48449
22315,33058
13921,41614
19446,41805
25392,39782
2763,50243
4510,36312
6017,42303
11187,39180
22991,42468
1306,40111
4851,40797
6735,48274
3774,31881
4414,44298
4080,39250
10672,49176
9892,48378
27468,31397
20801,27685
8784,42033
25371,41612
6128,33112
6489,35917
18673,40469
11201,38061
26550,42063
8500,32857
25304,47186
4204,28988
7910,49062
17513,38433
15428,47646
13627,33292
7709,32975
852,45057
7913,48811
13147,40402
4427,43255
1192,49610
9226,38155
7559,45449
3246,42970
21081,37248
2127,37552
2991,31377
6371,45739
21007,43386
11314,28686
10726,44722
6005,43353
8817,39329
26223,36401
20190,45650
12014,36119
4538,34054
17407,47254
15616,32068
16008,32309
13458,47348
11141,43061
14031,32561
16765,35010
1778,33767
1850,27791
22989,42699
5951,47870
8382,42710
26556,41613
5389,28983
26463,49338
26938,42686
8433,38467
18033,28113
1709,39506
14637,47842
15564,36439
20584,45748
18193,47591
13641,32182
21362,46707
4493,37820
18253,42616
15936,38308
22584,43583
21712,50422
27430,34631
1736,37288
25350,43438
3259,41957
4085,38936
19953,32630
480,43233
9296,32410
26148,42682
7365,28834
1626,46427
16768,34843
8782,42297
24514,47242
926,39001
23956,28051
17473,41843
17470,42091
15804,49294
5975,45928
18009,30131
18338,35592
15245,30155
14630,48434
4220,27755
19102,37703
6074,37702
24136,45859
12300,45223
21116,34383
16806,31672
3325,36500
13833,49096
6930,32214
8815,39601
18777,31970
27407,36588
6742,47811
4119,36148
9565,42876
27474,31035
12347,41349
3771,32272
24669,34481
2556,34826
22539,47383
8093,33995
3984,47374
15153,37830
12878,30087
9512,47317
16347,37079
21888,35930
4346,50100
26933,43126
11282,31473
20630,42031
21324,49972
1679,42099
23163,28400
6016,42586
4806,44708
12318,43788
16617,47416
16697,40774
3308,37967
20273,38880
19496,37836
915,39990
8495,33428
11920,44062
12466,31511
2428,45479
22152,46822
1020,31281
22347,30629
7621,40452
10494,31374
4761,48466
4506,36863
20690,37088
5151,48876
899,41338
8413,40274
3230,44474
8374,43510
17245,28100
25836,35993
2932,36459
13991,36083
5527,50457
8838,37784
9266,35024
15871,43885
20408,27758
19221,27976
2452,43536
7714,32789
21407,43137
11460,49529
9592,40754
3808,29299
7579,43998
16292,41688
27009,36900
19877,39054
10845,35057
25123,29600
23001,41901
15495,42315
15842,46281
14419,33319
1230,46682
16698,40809
27295,46009
16684,41972
8505,32692
26551,42221
21352,47752
3301,38628
26282,31784
17885,40586
6578,28782
6466,38078
12045,33796
9893,48550
23336,46909
5773,30063
3789,30901
26207,38019
21417,42344
17001,48430
24725,29954
19188,30738
5995,44428
5679,37889
2067,42773
3404,30105
15137,39286
9199,40628
6514,34131
13532,41469
2961,34116
1237,46137
4032,43524
3792,30676
9996,40037
14759,37945
17169,34521
21321,50342
5276,38578
19202,29615
2411,47013
4547,33566
27511,28066
19946,33387
14042,31891
479,43525
22226,40761
20604,44315
18584,48133
27463,32046
5306,36099
3371,32876
1394,33124
9514,47290
24890,49010
26594,38717
12304,45124
397,50347
10755,42611
12409,36412
1250,45093
22916,49068
12806,36234
27119,27916
1266,43770
521,40066
9217,39185
10853,34467
12433,34428
15403,50037
14750,38697
21402,43646
11599,38092
8834,38223
18034,28268
8506,32675
11301,30068
15250,30013
11973,39867
12297,45745
5753,31818
21076,37973
8756,44710
6385,44901
12334,42678
15122,40646
17634,28737
3399,30605
8427,39272
14044,31795
6793,43814
10702,47052
6809,42493
22506,50339
24273,34815
21875,37238
147,38396
24591,41193
26917,44744
11664,32776
19543,34174
826,47581
5927,50172
22232,40362
1446,28891
6965,29581
22544,47230
6868,37635
16293,41764
25382,41092
6561,30346
6161,30781
15277,27788
13698,27781
23457,36981
3320,37208
395,50606
7352,30222
10147,27638
16649,45037
8389,42479
37,47557
19483,39198
4152,33703
14800,34670
27122,27706
259,29142
18714,37481
12007,37115
20704,36140
21111,35128
9904,47823
9086,50179
10736,44303
10099,31639
23837,38245
3988,47320
20612,43777
837,46711
1349,36982
8041,38605
10696,47611
8139,30488
6358,47246
6516,34118
18966,49360
15545,38405
17402,48111
11953,41628
7585,43721
621,31900
20716,35175
13640,32652
25326,45799
15526,39955
1644,45294
186,35237
15595,34230
15459,45513
17863,42601
4113,36977
26929,43828
25451,35430
20326,34770
1207,48807
3210,46400
26080,48764
16829,30118
22291,35519
14003,35296
11449,50673
17947,35619
10892,31376
27495,29621
11716,28514
19026,44367
2093,40803
24274,34825
22988,43197
18799,30442
9100,49039
27313,44674
22781,27670
26680,31674
2464,42785
19601,29469
21780,45213
2870,41858
4364,48925
8097,34001
6975,28822
11699,29969
4064,41072
15959,36840
22955,45986
2392,48771
8043,38506
24278,34448
25532,28669
14706,42513
19374,48288
13858,47366
122,40588
24697,32448
15580,35516
7280,36295
20601,44748
22654,38183
9917,46824
25346,44190
5176,47109
512,41000
13053,48693
3812,29249
15886,42934
26469,49295
11504,46163
8819,39671
1444,29200
2176,33981
13116,43445
7543,47261
3233,44551
8338,46811
25527,29193
1639,45786
3359,34092
20192,45958
17558,35207
6870,37609
3657,42140
21579,29196
4483,39117
4588,30400
13530,41900
13872,46287
20254,40859
93,43050
7698,34437
19053,42229
25910,30133
10137,28607
525,39972
5529,50615
24236,38006
15142,39164
18709,38007
8344,46348
11556,41925
27445,33880
3723,36692
896,41954
998,33493
23911,32279
6717,50345
26642,34993
12081,31125
13696,28155
10899,30910
26210,38083
19582,31131
7523,48972
25470,33973
3040,27862
13430,50208
5741,33061
27403,37377
23690,50605
9323,30664
17071,42918
4055,41919
6381,45481
7164,46026
15984,34835
8464,36422
25804,39032
22613,41687
1200,49520
2860,42805
5167,47930
26991,38759
11134,44212
13124,42886
16361,36372
1002,33195
19084,39732
14224,49901
6774,45636
12004,37529
12769,39571
17413,47333
17161,35481
3693,39228
15421,48827
13461,47671
5231,42645
5783,29597
18187,48626
15818,48652
7528,48607
3694,39165
10448,35647
2586,32824
7733,31611
9923,46449
26478,48674
8477,35391
26323,28768
20941,49472
11579,40092
631,31258
17878,41556
14646,47673
4965,31993
14645,47737
20981,46139
18609,46413
23395,42384
6322,50428
27095,30247
22947,46799
12505,28752
2020,47060
8719,48113
25517,30090
14027,33537
4454,41649
6929,32837
18263,42401
4223,28063
5260,40291
11549,42617
22665,37476
10089,32724
9099,49359
2404,47973
22241,39895
5196,45626
4154,33798
5160,48602
21961,30361
6185,29087
5677,38484
25056,35685
15279,27968
8053,37875
23696,50245
15892,42627
10439,36449
19831,43363
18657,42501
6409,43260
622,32073
17970,33971
22700,34603
27073,32127
21374,46358
18182,49147
11214,37674
14685,44482
23773,43835
5754,32126
10378,41552
12414,36414
19540,34786
1453,28654
6151,31937
1857,27900
23878,35169
17484,41591
23350,46224
15995,34106
8143,30463
951,37567
24210,40348
641,30526
19558,33272
14678,45087
142,39181
19159,33613
8148,30040
19515,36891
26151,43165
6143,32641
4587,30707
7660,37803
24201,41184
12887,29933
15859,45405
24897,48961
21753,47733
26324,28825
856,45486
25700,47850
4056,42037
12845,33433
22974,44680
9120,47728
9545,45217
9284,34112
25912,30206
19927,35487
1010,32726
17479,42074
24269,35508
27023,36301
26650,34491
8330,47747
21428,41973
5234,42577
2646,28009
15451,46554
21514,34831
12866,31707
22189,44342
25403,39698
17027,46796
10030,37748
15960,37049
6399,44211
11200,38937
20976,46716
22281,36699
9582,42155
24257,36520
20965,47624
793,50751
12647,49894
17208,31781
4432,43629
27454,33312
22186,44640
17160,35807
27317,44760
19816,44738
6093,36855
20255,41075
8741,46443
